Volume,Chapter,Paragraph,Line,LineId,Text
6,1,8,7,6010807,"    That was not very kind or very realistic of him. It was his first impression that the figure kneeling beside him was most uncommonly long and attenuated. Not at all promising--and the nose! That nose now dominated the scene. It was like that of the beast on which Samantabhadra rides, long, pendulous, and red. A frightful nose. The skin was whiter than the snow, a touch bluish even. The forehead bulged and the line over the cheeks suggested that the full face would be very long indeed. She was pitifully thin. He could see through her robes how narrow her shoulders were. It now seemed ridiculous that he had worked so hard to see her; and yet the visage was such an extraordinary one that he could not immediately take his eyes away."
6,1,8,8,6010808," The shape of the head and the now of the hair were very good, little inferior, he thought, to those of ladies whom he had held to be great beauties. The hair fanned out over the hem of her robes with perhaps a foot to spare. Though it may not seem in very good taste to dwell upon her dress, it is dress that is always described first in the old romances."
6,1,8,9,6010809," Over a sadly faded singlet she wore a robe discolored with age to a murky drab and a rather splendid sable jacket, richly perfumed, such as a stylish lady might have worn a generation or two before. It was entirely wrong for a young princess, but he feared that she needed it to keep off the winter cold."
6,1,8,10,6010810," He was as mute as she had always been; but presently he recovered sufficiently to have yet another try at shaking her from her muteness. He spoke of this and that, and the gesture as she raised a sleeve to her mouth was somehow stiff and antiquated. He thought of a master of court rituals taking up his position akimbo. She managed a smile for him, which did not seem to go with the rest of her. It was too awful. He hurried to get his things together."
6,1,8,11,6010811,"     ""I fear that you have no one else to look to. I would hope that you might be persuaded to be a little more friendly to someone who, as you see, is beginning to pay some attention to you. You are most unkind.""  Her shyness became his excuse."
6,1,8,12,6010812,"          ""In the morning sun, the icicles melt at the eaves.<br>         Why must the ice below refuse to melt?"""
6,1,8,13,6010813,"    She giggled. Thinking that it would be perverse of him to test this dumbness further, he went out."
6,1,8,14,6010814," The gate at the forward gallery, to which his carriage was brought, was leaning dangerously. He had seen something of the place on his nocturnal visits, but of course a great deal had remained concealed. It was a lonely, desolate sight that spread before him, like a village deep in the mountains. Only the snow piled on the pine trees seemed warm. The weed-choked gate of which his friend had spoken that rainy night* would be such a gate as this. How charming to have a pretty lady in residence and to think compassionate thoughts and to long each day to see her! He might even be able to forget his impossible, forbidden love. But the princess was completely wrong for such a romantic house. What other man, he asked himself, could be persuaded to bear with her as he had? The thought came to him that the spirit of the departed prince, worried about the daughter he had left behind, had brought him to her."
6,1,8,15,6010815,"    He had one of his men brush the snow from an orange tree. The cascade of snow as a pine tree righted itself, as if in envy, made him think of the wave passing over ""famous $$ Sue, the Mount of the Pines."" +"
6,1,8,16,6010816," He longed for someone with whom he might have a quiet, comforting talk, if not an especially intimate or fascinating one. The gate was not yet open. He sent someone for the gatekeeper, who proved to be a very old man. A girl of an age such that she could be either his daughter or his granddaughter, her dirty robes an unfortunate contrast with the snow, came up hugging in her arms a strange utensil which contained the merest suggestion of embers. Seeing the struggle the old man was having with the gate, she tried to help. They were a very forlorn and ineffectual pair. One of Genji's men finally pushed the gate open."
6,1,8,17,6010817,"     ""My sleeves are no less wet in the morning snow<br>    Than the sleeves of this man who wears a crown of snow."""
6,1,8,18,6010818,"    And he added softly: ""The young are naked, the aged are cold."" #"
6,1,8,19,6010819,"    He thought of a very cold lady with a very warmly colored nose, and he smiled. Were he to show that nose to To~ no Chu~jo~, what would his friend liken it to? And a troubling thought came to him: since To~ no Chu~jo~ was always spying on him, he would most probably learn of the visit."
6,1,8,20,6010820," Had she been an ordinary sort of lady, he might have given her up on the spot; but any such thoughts were erased by the look he had had at her. He was extremely sorry for her, and wrote to her regularly if noncommittally."
6,1,8,21,6010821," He sent damasks and cottons and unfigured silks, some of them suited for old women, with which to replace those sables, and was careful that the needs of everyone, high and low, even that aged gatekeeper, were seen to. The fact that no expressions of love accompanied these gifts did not seem to bother the princess and so matters were easier for him. He resolved that he must be her support, in this not very intimate fashion. He even tended to matters which tact would ordinarily have persuaded him to leave private."
6,1,8,22,6010822," The profile of the governors wife as he had seen her over the Go board had not been beautiful, but she had been notably successful at hiding her defects. This lady was certainly not of lower birth. It was as his friend had said that rainy night: birth did not make the crucial difference. He often thought of the governor's wife. She had had considerable charms, of a quiet sort, and he had lost her."
